aluminium,ammonia,arsenic,barium,,chloramine,chromium,copper,flouride,bacteria,viruses,,,,mercury,,radium,,silver,uranium,outcome
0.02,23.98,0.01,01.03,,0.37,0.01,0.4,0.71,0.2,8,,,,9,,0.67,,0.06,0.02,0
0.07,17.56,0.06,0.55,,0.11,0.07,1.37,1.39,0.27,2,,,,2,,0.07,,0.03,0.04,0
0.09,11.62,0.09,0.55,,0.08,0.09,0.3,0.14,0.57,0.57,,,,0,,4.85,,0.07,0.07,0
0.04,20.68,0.02,0.67,,0.04,0.04,1.29,0.13,0.43,8,,,,6,,3.71,,0.01,0.01,0
0.05,16.83,0.01,0.3,,0.28,0.1,0.89,0.7,0.07,8,,,,2,,2.52,,0.03,0.05,0
0.09,23.13,0.03,0.79,,0.08,0.04,1.16,1.32,0.1,5,,,,6,,1.98,,0.07,0.07,0
0.03,20.96,0.01,0.82,,0.22,0.05,01.08,1.18,0.55,0.55,,,,6,,0.71,,0.01,0.06,0
0.09,16.54,0.06,0.71,,0.32,0.05,0.15,0.19,0.76,0.76,,,,8,,0.06,,0,0.08,0
0.09,26.89,0.04,0.39,,0.65,0.1,1.23,0.84,0.33,5,,,,1,,0.44,,0.06,0.05,0
0.04,0.66,0.02,0.28,,0.08,0.05,1.69,1.32,0.99,0.99,,,,3,,1.42,,0.09,0,0
0.10,18.74,0.09,1.25,,0.04,0.09,0.36,0.64,0.69,0.69,,,,1,,0.97,,0.08,0.05,0
0.04,28.91,0.06,2.95,,0.14,0.03,0.09,0.71,0.84,0.84,,,,4,,0.83,,0.01,0.01,0
0.06,0.4,0.05,2.91,,0.03,0.08,0.3,1.24,0.51,0.51,,,,3,,0.06,,0.03,0.05,0
0.04,13.43,0.07,0.96,,0.17,0.03,0.05,0.1,0.42,0,,,,6,,1.44,,0.02,0.09,0
0.06,24.27,0.02,0.42,,0.39,0.06,1.27,0.21,0.67,0.67,,,,0.01,,3.72,,0.05,0.09,0
0.06,6.23,0,2,,0.25,0.1,1.44,0.58,0.21,6,,,,3,,0.39,,0.07,0.02,0
0.06,17.95,0.07,0.85,,0.06,0.07,0.16,0.23,0.44,7,,,,4,,6.15,,0.01,0.05,0
0.09,14.5,0.02,0.16,,0.48,0.1,1.13,1.43,0.63,0.63,,,,5,,0.64,,0.06,0.05,0
0.04,29.06,0.09,2.33,,0.04,0.04,1.82,0.44,0.14,1,,,,7,,0.84,,0.1,0.06,0
0.08,14.25,0.07,1.1,,0.1,0.07,0.75,0.09,0.84,0.84,,,,1,,1.77,,0.1,0.05,0
0.03,24.03,0.09,2.7,,0.33,0.06,1.33,0.18,0.81,0.81,,,,0.01,,0.06,,0.05,0.07,0
0.07,25.25,0.07,0.25,,0.02,0.06,0.87,0.29,0.58,0.58,,,,7,,0.82,,0.07,0.02,0
0.01,13.68,0.07,01.02,,0.09,0.03,0.36,0.37,0.45,1,,,,5,,0.8,,0.09,0.06,0
0.09,0.78,0.05,0.18,,0.35,0.08,1.95,0.56,0.94,0.94,,,,9,,3.15,,0.02,0.01,0
0.03,28.56,0.02,0.32,,0.29,0.07,0.01,1.28,0.77,0.77,,,,2,,0.27,,0.01,0.07,0
0.02,2.67,0.04,0.96,,0.09,0.09,0.75,1.26,0.87,0.87,,,,6,,0.8,,0.05,0.08,0
0.06,0.32,0.05,0.32,,0.63,0.07,0.36,1.14,0.22,2,,,,0.01,,0.88,,0.02,0.06,0
0.05,23.76,0.02,0.1,,0.04,0,1.99,0.81,0.19,1,,,,3,,3.93,,0.04,0.02,0
0.09,4.32,0.04,0.59,,0,0.03,0.11,1.46,0.75,0.75,,,,2,,1.97,,0,0.07,0
0.01,11.4,0.05,1.57,,0.33,0.02,01.05,0.31,0.26,2,,,,1,,3.14,,0.02,0.06,0
0.05,0.02,0.06,0.94,,0.07,0.07,0.8,0.36,0.64,0.64,,,,0.01,,0.93,,0.05,0.08,0
0.08,4.11,0.04,0.02,,0.03,0.06,1.32,0.83,0.6,0.6,,,,0,,2.43,,0.04,0,0
0.10,18.42,0.07,0.09,,0.3,0.02,0.68,1.36,0.74,0.74,,,,7,,0.5,,0.04,0.08,0
0.01,23.85,0.06,0.49,,0.1,0.04,0.82,0.1,0.79,0.79,,,,5,,0.92,,0.02,0.03,0
0.06,26.75,0.1,0.33,,0.62,0.02,1.32,0.59,0.18,8,,,,9,,0.65,,0.1,0.05,0
0.05,5.24,0.04,0.2,,0.16,0.08,0.04,0.6,0.39,9,,,,2,,5.84,,0.03,0.08,0
0.09,28.55,0.01,0.73,,0.16,0.03,1.43,0.19,0.92,0.92,,,,1,,1.61,,0.06,0.01,0
0.02,27.07,0.06,0.28,,0.5,0.08,0.75,0.2,0.69,0.69,,,,6,,2.11,,0.07,0.08,0
0.02,5.85,0.04,0.02,,0.18,0.03,1.33,0.58,0.22,2,,,,8,,1.45,,0.01,0.05,0
0.04,19.98,0.02,2.43,,0.14,0.07,1.43,1.34,0.76,0.76,,,,2,,1.13,,0.05,0.03,0
0.07,2.56,0.04,0.89,,0.3,0.05,1.77,0.06,0.75,0.75,,,,9,,0.95,,0.09,0.05,0
0.00,4.32,0.04,0.27,,0.27,0.01,1.93,0.45,0.63,0.63,,,,7,,0.02,,0.05,0.02,0
0.08,27.48,0.04,0.31,,0.11,0.04,0.85,1.21,0.4,2,,,,1,,2.24,,0.09,0.03,0
0.02,2.77,0,0.22,,0.01,0.04,0.2,0.64,0.18,7,,,,4,,0.86,,0.1,0.04,0
0.10,19.21,0.05,0.16,,0.56,0,1.95,1.16,0.94,0.94,,,,8,,1.53,,0.04,0.01,0
0.03,15.93,0.04,0.12,,0.06,0.07,0.1,01.08,0.99,0.99,,,,3,,0.3,,0.07,0.01,0
0.05,25.04,0.05,0.95,,0.11,0.09,1.72,0.49,0.6,0.6,,,,9,,2.2,,0.07,0.07,0
0.09,19.73,0.09,0.67,,0.55,0.05,0.4,01.09,0.65,0.65,,,,5,,1.7,,0.07,0.04,0
0.01,16.88,0.06,0.7,,0.57,0.03,1.74,0.66,0.07,8,,,,8,,0.96,,0.09,0.05,0
0.03,6.1,0.07,0.18,,0.02,0.01,1.29,0.83,0.16,1,,,,5,,2.72,,0.09,0.09,0
0.05,19.68,0.06,0.48,,0.09,0.06,01.08,0.7,0.87,0.87,,,,8,,1.9,,0.01,0.07,0
0.04,6.62,0.08,0.06,,0.3,0.06,0.2,1.15,0.61,0.61,,,,0,,2.37,,0.04,0.02,0
0.07,11.32,0.03,0.89,,0.37,0.08,0.92,1.2,0.2,2,,,,2,,2.43,,0.02,0.04,0
0.05,19.73,0.05,0.14,,0.05,0.09,01.05,0.68,0.39,1,,,,4,,2.87,,0.06,0.03,0
0.04,28.78,0.01,0.4,,0.38,0.02,0.26,0.16,0.91,0.91,,,,9,,02.07,,0.09,0.09,0
0.09,27.39,0.07,0.85,,0.03,0.1,0.93,0.85,0.1,1,,,,0.01,,0.98,,0,0,0
0.06,23.53,0.03,0.72,,0.09,0.05,0.86,1.34,0.97,0.97,,,,2,,0.78,,0.09,0.01,0
0.00,22.25,0.07,0.09,,0.15,0.09,0.61,0.35,0.86,0.86,,,,0,,0.34,,0.08,0.01,0
0.02,2.56,0.06,0.58,,0.51,0.05,0.4,0.79,0.63,0.63,,,,9,,0.34,,0.02,0.01,0
0.04,10.89,0.01,0.15,,0.23,0.07,1.5,0.23,0.18,7,,,,3,,3.44,,0.08,0.07,0
0.06,24.81,0.1,0.14,,0.07,0.05,0.4,0.59,0.61,0.61,,,,0.01,,0.64,,0.03,0.02,0
0.01,0.12,0.06,02.06,,0.19,0.06,0.18,0.91,0.78,0.78,,,,5,,1.49,,0.02,0.06,0
0.07,26.03,0.05,0.15,,0.52,0.05,1.75,0.19,0.9,0.9,,,,7,,2.99,,0,0.06,0
0.01,17.62,0.05,02.06,,0.1,0.04,1.98,0.28,0.89,0.89,,,,7,,0.52,,0.06,0.03,0
0.01,17.8,0.02,0.06,,0.35,0.05,1.8,1.39,0.31,5,,,,2,,0.29,,0.09,0.08,0
0.02,28.09,0.02,0.07,,0.23,0.08,1.83,0.61,0.55,0.55,,,,5,,1.52,,0.02,0.06,0
0.07,7.18,0.08,0.85,,0.06,0.03,01.05,0.05,0.49,5,,,,7,,0.82,,0,0.05,0
0.09,16.84,0.09,0.65,,0.05,0.03,0.12,0.48,0.93,0.93,,,,9,,2.84,,0.05,0.04,0
0.08,0.65,0.02,1.9,,0.16,0.07,0.49,1.15,0.7,0.7,,,,4,,0.51,,0.02,0.07,0
0.03,4.98,0.07,0.84,,0.03,0.02,1.77,0.94,0.22,6,,,,5,,3.93,,0.06,0.05,0
0.08,24.02,0.08,0.19,,0.07,0.02,0.46,0.33,0.92,0.92,,,,8,,4.67,,0.06,0.06,0
0.08,01.09,0.01,0.49,,0.05,0.08,0.49,1.39,0.75,0.75,,,,9,,0.82,,0.1,0.06,0
0.02,0.23,0.06,0.76,,0.04,0.01,0.58,0.34,0.53,0.53,,,,7,,0.42,,0.09,0.05,0
0.01,14.16,0.08,0.11,,0.04,0.1,1.94,1.31,0.69,0.69,,,,4,,0.49,,0,0.01,0
0.04,23.69,0.1,1.19,,0.15,0.05,1.76,0.74,0.32,2,,,,4,,0.12,,0.05,0.01,0
0.01,27.94,0.08,0.54,,0.04,0.04,0.77,0.46,0.19,1,,,,5,,0.81,,0.04,0.03,0
0.09,27.28,0.08,0.38,,0.07,0.05,1.14,0.83,0.36,4,,,,5,,0.2,,0.05,0.09,0
0.10,14.79,0.04,0.31,,0.08,0.03,01.08,0.52,0.74,0.74,,,,0,,0.68,,0.1,0.02,0
0.07,10.51,0.07,0.92,,0.17,0.04,1.33,0.58,0.26,9,,,,3,,1,,0.09,0.01,0
0.08,24.19,0.01,0.93,,0.27,0.03,1.57,1.25,0.06,7,,,,0.01,,3.32,,0.03,0.03,0
0.07,4.76,0.02,0.05,,0.04,0.07,0.18,0.37,0.03,8,,,,7,,0.27,,0.06,0.03,0
0.00,22.94,0.01,0.9,,0.18,0.06,1.34,0.5,0.86,0.86,,,,7,,1.43,,0.06,0.05,0
0.03,22.87,0.05,0.04,,0.07,0.05,1.14,0.58,0.84,0.84,,,,4,,0.73,,0.01,0.07,0
0.01,18.4,0.1,02.08,,0.02,0.02,01.04,0.09,0.83,0.83,,,,6,,1.63,,0.07,0.05,0
0.06,0.39,0,0.46,,0.01,0.03,1.94,1.49,0.15,1,,,,7,,0.23,,0.01,0.09,0
0.06,7.21,0.01,1.86,,0.06,0.07,1.22,0.33,0.23,1,,,,0,,1.21,,0.03,0.02,0
0.08,22.45,0.03,0,,0.03,0.08,0.42,0.71,0.85,0.85,,,,5,,0.75,,0.06,0.01,0
0.04,16.44,0.06,0.06,,0.04,0.04,1.82,0.56,0.95,0.95,,,,4,,0.41,,0.09,0.05,0
0.03,10.68,0.01,0.89,,0.05,0.02,1.29,0.85,0.65,0.65,,,,9,,0.07,,0.02,0.08,0
0.06,0.88,0.08,0.13,,0.57,0.08,1.11,0.61,0.73,0.73,,,,8,,0.8,,0.01,0.07,0
0.08,19.16,0.09,0.13,,0.21,0.04,1.92,0.29,0.02,7,,,,7,,0.48,,0.01,0.06,0
0.02,25.46,0.03,0.24,,0.1,0.02,1.1,0.22,0.21,5,,,,9,,0.11,,0.09,0.05,0
0.07,19.64,0.07,0.56,,0.07,0.07,1.93,0.23,0.42,6,,,,1,,4.54,,0.07,0.08,0
0.06,19.43,0.05,1.35,,0.4,0.01,0.95,1.46,0.08,8,,,,6,,1.53,,0.09,0.02,0
0.01,25.28,0.1,1.44,,0.11,0.07,0.76,01.05,0.4,7,,,,3,,1.64,,0.07,0.07,0
0.01,26.45,0.07,1.27,,0.06,0.08,1.71,0.8,0.13,9,,,,6,,0.12,,0,0.01,0
0.05,21.4,0.09,0.73,,0.44,0.06,1.68,0.76,0.78,0.78,,,,2,,3.29,,0.02,0.08,0
0.09,25.96,0.02,0.47,,0.09,0.07,1.86,0.26,0.55,0.55,,,,8,,0.1,,0.05,0.05,0
0.02,22.01,0.08,0.47,,0.06,0.03,1.26,0.59,0.75,0.75,,,,0.01,,0.88,,0.01,0.06,0
0.01,9.43,0.03,1.83,,0,0.09,01.03,0.27,0.19,3,,,,3,,4.15,,0.03,0.01,0
0.07,15.97,0.03,0.78,,0.4,0.08,1.33,0.35,0.89,0.89,,,,7,,04.04,,0.09,0.08,0
0.05,3.25,0.1,0.67,,0.38,0,1.83,1.3,0.12,3,,,,7,,2.26,,0.03,0.08,0
0.02,0.66,0,0.09,,0.07,0.02,1.44,0.79,0.15,8,,,,2,,1.9,,0.05,0,0
0.06,10.52,0.03,0.94,,0.01,0.02,1.45,0.89,0.21,2,,,,4,,0.33,,0.06,0.03,0
0.01,1.26,0.04,0.21,,0.06,0.01,1.8,1.46,0.88,0.88,,,,6,,0.62,,0.1,0.05,0
0.01,24.76,0.03,0.99,,0.63,0.04,2,1,0.79,0.79,,,,9,,6.21,,0,0.06,0
0.06,2.61,0.07,0.31,,0.68,0.06,1.67,0.47,0.54,0.54,,,,6,,0.43,,0.04,0.03,0
0.01,6.82,0.06,0.4,,0.42,0.08,1.87,1.14,0.41,1,,,,1,,1.28,,0,0.05,0
0.03,19.86,0.05,0.36,,0.57,0.09,1.23,0.35,0.89,0.89,,,,0.01,,0.47,,0.06,0.03,0
0.03,8.97,0.04,0.84,,0.02,0.1,0.83,0.48,0.43,3,,,,3,,0.07,,0.04,0.03,0
0.03,21.4,0.06,1.65,,0.04,0.02,0.79,1.43,0.51,0.51,,,,5,,1.9,,0.03,0.03,0
0.07,2.62,0.06,0.23,,0.02,0.07,0.7,0.74,0.95,0.95,,,,0,,0.96,,0.05,0.07,0
0.00,18.77,0.04,0.33,,0.02,0.03,01.03,1.15,0.5,0.5,,,,6,,1.32,,0.08,0.02,0
0.08,8.21,0.06,0.02,,0.04,0.08,0.67,0.04,0.22,9,,,,2,,3.15,,0.06,0.07,0
0.09,19.21,0.01,0.14,,0.03,0.03,1.24,0.79,0.7,0.7,,,,9,,4.26,,0.02,0.08,0
0.04,23.1,0.08,0.58,,0.01,0.01,1.56,01.07,0.19,0,,,,8,,0.78,,0.02,0,0
0.03,9.36,0.01,1.54,,0.19,0.03,01.08,1.14,0.91,0.91,,,,6,,0.39,,0,0.06,0
0.08,16.05,0.03,0.72,,0.09,0.1,0.79,0.15,0.62,0.62,,,,1,,2.93,,0.02,0.07,0
0.09,21.43,0.09,0.17,,0.1,0.06,1.2,1.31,0.91,0.91,,,,2,,0.29,,0.04,0.08,0
0.02,5.56,0.05,0.14,,0.12,0.06,1.64,0.29,0.31,5,,,,5,,1.95,,0.03,0.04,0
0.09,25.06,0.04,0.8,,0.09,0.09,1.39,0.7,0.94,0.94,,,,6,,2.46,,0.05,0.07,0
0.05,28.12,0.09,1.73,,0.05,0.05,0.97,0.06,0.12,8,,,,8,,3.92,,0.08,0.08,0
0.01,10.66,0.06,0.05,,0.2,0.09,0.4,0.79,0.43,5,,,,6,,0.25,,0.02,0.02,0
0.09,17.46,0.03,0.4,,0.05,0.07,0.59,0.05,0.2,1,,,,8,,0.22,,0.03,0.08,0
0.05,25.9,0.06,0.59,,0.05,0.01,1.87,1.16,0.43,9,,,,5,,0.39,,0.03,0.08,0
0.06,13.69,0.02,0.11,,0.1,0.07,1.98,0.09,1,1,,,,6,,0.45,,0.01,0.08,0
0.04,16.19,0.07,1.18,,0.02,0.05,0.27,0.41,0.67,0.67,,,,1,,0.33,,0.03,0.07,0
0.00,18.86,0.07,1.1,,0.48,0.08,0.67,1.26,0.38,7,,,,0,,0.04,,0.03,0.02,0
0.00,26.07,0.02,0.72,,0.07,0.09,0.62,1.1,0.12,1,,,,1,,2.54,,0.03,0,0
0.04,13.49,0.04,0.03,,0,0.05,0.15,1.1,0.5,0.5,,,,0,,0.59,,0.02,0.02,0
0.04,20.61,0.06,0.74,,0.01,0,1.55,0.14,0.89,0.89,,,,8,,2.98,,0.07,0.02,0
0.04,9.59,0.09,0.03,,0.18,0.1,0.01,0.56,0.43,2,,,,3,,0.95,,0.07,0.08,0
0.04,28.7,0.07,1.49,,0.12,0.03,0.75,0.96,0.64,0.64,,,,8,,0.52,,0.05,0.08,0
0.03,6.98,0.06,0.17,,0.18,0.05,1,0.36,0.3,5,,,,8,,0.56,,0.06,0.04,0
0.03,0.48,0,1.15,,0.46,0.05,1.63,0.57,0.68,0.68,,,,9,,0.4,,0.01,0.03,0
0.00,12.9,0.08,0.02,,0.06,0.1,1.74,0.52,0.2,3,,,,9,,2.94,,0.04,0.07,0
0.07,19.67,0.09,0.46,,0.37,0.02,0.72,1.45,0.19,6,,,,8,,0.03,,0.09,0.08,0
0.06,13.18,0.01,0.54,,0.19,0.08,0.73,1.43,0.84,0.84,,,,4,,3.99,,0.1,0.07,0
0.09,10.99,0.08,0.66,,0.1,0.02,0.74,0.54,0.45,0,,,,5,,1.89,,0.08,0,0
0.00,17.55,0.02,0.16,,0.06,0.01,0.72,1.32,0.99,0.99,,,,3,,0.68,,0.02,0.03,0
0.00,21.97,0.07,0.11,,0.4,0.02,0.43,0.69,0.01,4,,,,6,,3.11,,0.03,0.04,0
0.02,4.2,0.04,0.19,,0.04,0.07,1.28,0.99,0.42,2,,,,5,,2.95,,0.08,0.06,0
0.04,19.28,0.04,01.09,,0.15,0.08,1.38,0.84,0.15,1,,,,9,,0.16,,0.06,0.01,0
0.09,13.62,0.02,02.02,,0.43,0.03,1.57,0.13,0.59,0.59,,,,9,,0.53,,0.04,0.07,0
0.10,29.02,0.06,0.73,,0.01,0.04,1.54,1.14,0.68,0.68,,,,8,,2.87,,0.05,0.02,0
0.03,12.2,0.02,0.33,,0.13,0.09,1.76,0.4,0.27,0,,,,8,,1.86,,0.09,0.09,0
0.07,0.17,0.06,0.82,,0.07,0.05,0.45,1.31,0.42,5,,,,1,,6.43,,0.07,0.08,0
0.02,24.88,0.02,2.17,,0.01,0.01,0.02,0.31,0.47,4,,,,3,,5.14,,0.04,0.07,0
0.01,17.21,0.07,1.98,,0.27,0.08,1.74,1.49,0.13,7,,,,9,,1.12,,0.02,0.02,0
0.08,7.96,0.09,1.56,,0.26,0.09,1.49,0.58,0.8,0.8,,,,1,,1.9,,0.08,0.07,0
0.10,9.27,0.08,0.46,,0.04,0.05,0.99,1.12,0.02,6,,,,7,,2.42,,0.09,0.01,0
0.04,15.26,0.03,0.45,,0.09,0.03,0.13,0.8,0.69,0.69,,,,4,,0.94,,0.09,0.05,0
0.09,13.98,0.09,0.77,,0.05,0.06,0.82,1.16,0.29,5,,,,0.01,,4.67,,0.01,0.04,0
0.06,9.39,0.06,0.6,,0.28,0.07,0.55,0.96,0.11,1,,,,7,,2.14,,0.05,0.06,0
0.06,14.28,0.02,0.13,,0.15,0.01,1.28,0.87,0.9,0.9,,,,8,,0.37,,0.07,0.02,0
0.08,23.57,0.01,0.35,,0.25,0.09,1.89,0.9,0.98,0.98,,,,1,,0.74,,0.03,0.04,0
0.07,14.4,0.07,0.69,,0.1,0.04,1.76,0.83,0.21,2,,,,5,,0.69,,0.1,0.08,0
0.07,26.8,0.07,1.51,,0.28,0.1,0.65,0.96,0.84,0.84,,,,1,,0.77,,0.1,0.02,0
0.09,11.65,0.03,0.5,,0.02,0.03,0.03,0.93,0.62,0.62,,,,1,,3.73,,0.01,0.02,0
0.02,25.09,0.05,0.55,,0.09,0.05,1.26,0.34,0.94,0.94,,,,7,,3.97,,0.04,0.04,0
0.02,7.28,0.08,0.09,,0.08,0.06,0.05,1.37,0.94,0.94,,,,0,,0.78,,0.07,0.03,0
0.02,27.52,0.04,0.44,,0.39,0.05,1.58,1.21,0.73,0.73,,,,9,,0.66,,0.03,0.01,0
0.09,14.27,0.08,0.8,,0.44,0.01,0.98,0.77,0.52,0.52,,,,9,,1.25,,0.1,0.06,0
0.03,2.56,0.03,0.09,,0.16,0.06,1.49,0.65,1,1,,,,2,,0.4,,0.01,0.04,0
0.08,7.68,0.04,0.66,,0.05,0.07,01.05,0.8,0.1,3,,,,8,,3.52,,0.04,0.01,0
0.05,22.64,0.08,1.93,,0.04,0.05,1.4,0.54,0.01,0,,,,8,,0.92,,0.09,0.06,0
0.00,6.5,0.04,0.14,,0.01,0.03,01.03,0.57,0.71,0.71,,,,6,,3.7,,0,0,0
0.02,18.68,0.01,0.37,,0.29,0.08,1.9,0.44,0.84,0.84,,,,3,,5.41,,0.02,0.05,0
0.01,5.72,0.06,0.61,,0.41,0.05,0.99,0.8,0.37,2,,,,2,,0.55,,0.01,0.01,0
0.03,6.46,0.05,0.75,,0,0.05,0.28,0.82,0.54,0.54,,,,7,,2.53,,0.09,0.05,0
0.04,0.41,0.06,0.48,,0.15,0.07,0.91,0.16,0.89,0.89,,,,3,,4.31,,0.01,0.08,0
0.04,19.41,0.02,0.53,,0.31,0.07,1.69,1.35,0.63,0.63,,,,0.01,,02.04,,0.01,0.05,0
0.01,29.08,0.03,0.75,,0.07,0.06,1.61,1.39,0.09,5,,,,0,,0.49,,0.06,0.05,0
0.01,15.36,0.05,0.96,,0.09,0.08,0.46,0.74,0.48,1,,,,5,,01.01,,0.06,0.08,0
0.08,18.69,0.03,0.34,,0.1,0.09,0.51,0.92,0.14,6,,,,0.01,,5.49,,0.09,0.06,0
0.08,16.35,0.04,0.15,,0.36,0.06,0.66,0.04,0.82,0.82,,,,0.01,,0.29,,0.01,0.04,0
0.07,11,0.01,1.11,,0.2,0.08,0.83,01.09,0.14,5,,,,6,,0.6,,0.09,0.01,0
0.06,0.24,0.07,0.81,,0.16,0.09,1.3,01.06,0.55,0.55,,,,7,,3.11,,0.09,0.04,0
0.01,27.4,0.03,0.19,,0.63,0.07,0.29,0.66,0.54,0.54,,,,0,,0.73,,0.04,0.05,0
0.09,26.12,0.08,0.03,,0.59,0.06,1.57,1.17,0.62,0.62,,,,2,,2.76,,0.09,0.02,0
0.08,28.34,0.04,0.19,,0.16,0.09,1.5,01.01,0.61,0.61,,,,3,,0.65,,0.07,0.05,0
0.09,20.14,0.08,0.02,,0.06,0.03,0.54,1.4,0.55,0.55,,,,6,,1.14,,0.04,0.04,0
0.09,21.04,0.05,0.27,,0.23,0.07,0.01,1.38,0.13,8,,,,3,,1.86,,0.03,0,0
0.05,14.45,0.03,0.72,,0.6,0.04,0.8,0.25,0.64,0.64,,,,9,,4.16,,0.04,0.04,0
0.09,21.24,0,0.78,,0.09,0.09,1.47,1.24,0.83,0.83,,,,9,,0.26,,0.02,0.09,0
0.02,10.89,0.03,0.11,,0.02,0.08,1.89,1.38,0.89,0.89,,,,9,,4.26,,0.07,0.02,0
0.02,18.79,0.09,0.93,,0.24,0.03,0.06,0.78,0.89,0.89,,,,4,,6.7,,0.06,0.09,0
0.07,26.5,0.09,01.05,,0,0.08,1.14,0.92,0.02,6,,,,9,,3.85,,0.07,0.04,0
0.02,28.66,0.05,0.03,,0.32,0.06,0.36,0.55,0.14,6,,,,8,,3.9,,0,0.07,0
0.09,3.31,0.06,0.92,,0.35,0.09,1.77,1.43,0.97,0.97,,,,2,,5.84,,0.08,0,0
0.02,19.84,0.07,0.45,,0.15,0.09,0.61,1.26,0.42,5,,,,8,,0.07,,0.08,0.05,0
0.03,28.35,0.04,0.78,,0.05,0.07,0.46,1.4,0.41,8,,,,3,,0.35,,0.06,0.08,0
0.02,14.53,0.04,0.21,,0.05,0.07,1.74,1.4,0.94,0.94,,,,5,,3.38,,0.03,0.07,0
0.09,6.1,0.05,2.41,,0.04,0.06,01.06,1.18,0.56,0.56,,,,3,,3.6,,0.09,0.06,0
0.07,6.74,0.01,0.41,,0.01,0.05,1.47,0.37,0.74,0.74,,,,6,,0.49,,0.03,0.03,0
0.08,3.48,0.07,0.86,,0.28,0.07,1.58,0.13,0.97,0.97,,,,6,,0.43,,0.1,0.08,0
0.01,25.95,0.1,0.07,,0.61,0.07,1.4,0.07,0.74,0.74,,,,3,,0.26,,0.01,0.06,0
0.04,23.56,0.08,0.96,,0.16,0.04,0.95,0.75,0.82,0.82,,,,6,,0.19,,0.01,0.01,0
0.08,09.03,0.08,0.4,,0.05,0.06,0.58,1.32,0.59,0.59,,,,5,,3.74,,0.09,0.06,0
0.09,17.84,0.01,0.04,,0.04,0.04,1.58,0.96,0.31,9,,,,6,,0.38,,0.1,0.07,0
0.10,20.45,0.01,0.53,,0.02,0.1,01.07,01.03,0.27,2,,,,6,,0.1,,0.04,0.08,0
0.02,6.16,0.05,0.2,,0.13,0.01,0.86,1.31,0.15,9,,,,8,,3.68,,0.01,0,0
0.03,7.88,0.03,0.51,,0,0.05,1.66,1.1,0.29,0,,,,4,,0.23,,0.09,0.01,0
0.04,23.39,0.05,0.11,,0.03,0.07,01.04,01.06,0.5,0.5,,,,5,,2.63,,0.07,0.09,0
0.08,26.09,0.04,1.72,,0.44,0.05,0.93,0.89,0.84,0.84,,,,7,,1.27,,0.09,0.03,0
0.02,17.57,0.09,0.66,,0.06,0.04,1.38,1.48,0.67,0.67,,,,2,,1.94,,0.01,0.08,0
0.06,5.26,0.09,0.72,,0,0.07,1.54,0.82,0.01,7,,,,3,,0.26,,0.08,0.07,0
0.08,5.14,0.06,0.58,,0.5,0.1,0.58,0.62,0.36,5,,,,3,,2.39,,0,0.03,0
0.07,16.68,0.06,0.83,,0.09,0.07,0.7,0.85,0.19,0,,,,1,,3.74,,0.04,0.05,0
0.07,0.22,0.03,0.67,,0.17,0.03,0.08,0.38,0.38,6,,,,7,,0.6,,0.02,0.04,0
0.05,10.92,0.01,0.07,,0.02,0.03,1.66,0.53,0.43,9,,,,8,,0.96,,0.01,0.07,0
0.02,8.68,0.01,0.69,,0.05,0.07,0.73,0.64,0.47,7,,,,6,,0.64,,0.03,0.06,0
0.09,17.2,0.06,1.59,,0.07,0.07,0.12,0.13,0.94,0.94,,,,2,,0.78,,0.09,0.02,0
0.03,3.16,0.08,01.07,,0.15,0.08,1.2,1.45,0.49,1,,,,1,,0.14,,0.05,0.09,0
0.02,29.03,0.02,0.12,,0.26,0.09,0.95,0.43,0.94,0.94,,,,3,,3.32,,0.02,0.06,0
0.10,29.41,0,0.13,,0.04,0.01,0.08,1.5,0.1,2,,,,0,,0.01,,0.1,0,0
0.00,19.62,0.1,0.02,,0.46,0.03,1.75,0.3,0.56,0.56,,,,6,,3.61,,0.01,0.02,0
0.03,22.7,0.04,0.41,,0.08,0.04,1.17,0.27,0.26,5,,,,1,,2.87,,0.08,0.08,0
0.04,0.69,0.03,1.93,,0.19,0.05,1.79,1.31,0.78,0.78,,,,3,,01.06,,0.07,0.09,0
0.07,0.88,0.1,0.96,,0.1,0.1,1.78,1.17,0.28,2,,,,9,,0.89,,0.04,0.02,0
0.08,12.37,0.08,0.32,,0.06,0.04,1.41,0.51,0.02,8,,,,0.01,,5.9,,0.1,0,0
0.07,17.63,0.07,0.4,,0.03,0.03,0.53,0.12,0.66,0.66,,,,0.01,,0.67,,0.03,0.03,0
0.08,11.97,0.01,2.99,,0.03,0.01,0.63,1.12,0.41,2,,,,5,,0.58,,0.01,0,0
0.09,26.35,0.08,0.95,,0.05,0.03,1.52,01.04,0.29,9,,,,7,,0.25,,0,0.07,0
0.02,0.9,0.08,0.83,,0.18,0.06,0.78,0.05,0.52,0.52,,,,3,,2.13,,0.08,0.06,0
0.06,28.66,0.01,0.08,,0.02,0.03,1.93,0.43,0.73,0.73,,,,9,,1.69,,0.09,0.01,0
0.08,1.53,0.04,0.17,,0.23,0.04,0.48,0.05,0.22,9,,,,0.01,,2.49,,0.05,0.03,0
0.04,17.16,0,1.4,,0.02,0.08,0.54,1.41,0.99,0.99,,,,4,,1.42,,0.04,0.06,0
0.06,23.36,0.01,0.99,,0.35,0.07,0.64,0.43,0.46,2,,,,6,,0.45,,0.08,0.06,0
